internal_order_number,online_order_number,store_name,full_channel_user_id,shipping_date,payment_date,payable_amount,paid_amount,status,consignee,spu,order_time,province,city,platform,sub_order_number,online_sub_order_number,original_online_order_number,sku,quantity,unit_price,product_name,color_and_spec,product_amount,original_price,is_gift,sub_order_status,refund_status,registered_quantity,actual_refund_quantity
097363DA-655B-4813,OL918635BB-23F0-45FF,安娜奥莱店,e23de280-8551-4101-8,2025-05-19 03:21:44,2025-05-18 03:21:44,2095.66,2014.91,已完成,刘璐,SPU6cfde7,2025-05-17 10:21:44,广东省,西安县,抖音,SUB66BA0020-49FC-4D,ONLINESUBD7B0F03B-A63F-4C,ORIG481B4104-C6EA-4B,SKUaa2abe,3,720.57,Operative dynamic functionalities,Indigo,2161.71,933.08,否,正常,退款关闭,0,0
1B6D40BA-6AE2-4B0B,OL84BC3F9E-3FD4-48CD,安娜分销店,92ef9652-4429-4677-a,,2025-05-04 20:32:20,1432.61,1400.32,已发货,王凤英,SPU62cba0,2025-05-03 23:32:20,山东省,坤县,拼多多,SUB99995775-C8C9-45,ONLINESUB1CAEFAD5-9E65-4B,ORIG31029FCF-9610-43,SKUa182bf,2,807.33,Synergistic attitude-oriented knowledgebase,Plum,1614.66,877.97,否,正常,成功退款,0,2
93CC67A3-76B1-42B4,OL15A6F9DC-751C-4559,安娜奥莱店,22a5d7a0-c13d-4589-8,,2025-07-26 19:00:00,1496.59,1434.33,已完成,曾丽,SPU7acd6e,2025-07-26 00:00:00,黑龙江省,林市,小红书,SUBC0285129-1170-46,ONLINESUB35708C73-761A-47,ORIG7345EADD-0FC4-4F,SKUcc7425,2,914.63,Object-based asymmetric infrastructure,Ivory,1829.26,1246.02,是,正常,成功退款,0,2
D89C2E28-29B1-448A,OL70A122E5-8714-4782,安娜直播店,c5a67a6e-43fe-41c1-9,,2025-05-06 00:48:47,185.67,184.85,已发货,刘莹,SPU0baea1,2025-05-05 21:48:47,香港特别行政区,平市,抖音,SUB16ACFFC4-B61D-4E,ONLINESUBADD65E4B-CA0D-4F,ORIGFFC725BA-3427-4F,SKUcbbd57,1,186.31,Monitored static product,MediumAquaMarine,186.31,238.82,否,正常,成功退款,0,1
40F82183-7E61-4AA3,OL6C1839D0-B86A-48CB,安娜直播店,06b936d8-40b2-41f7-a,2025-10-25 00:01:44,2025-10-24 17:01:44,1638.41,1596.38,已签收,缪颖,SPU3114c2,2025-10-24 03:01:44,浙江省,广州县,得物,SUB41355375-E2EB-48,ONLINESUBDCBF6A91-9572-41,ORIGA1C6F4A9-3ABC-42,SKU04343e,2,884.96,Horizontal multi-tasking encoding,LightGreen,1769.92,942.76,是,正常,未申请退款,0,0
18F210B5-AF04-49D9,OLBBC41AD0-B6BF-453F,安娜分销店,82c0a587-10e0-4c1d-a,,2025-06-07 07:19:25,630.0,606.66,已发货,钟晶,SPUce3a71,2025-06-06 09:19:25,宁夏回族自治区,丽华市,小红书,SUB3ADF4870-8DF2-49,ONLINESUB594BC802-B921-43,ORIG1B8A024C-DFA7-41,SKUa2dade,1,651.98,Customer-focused analyzing paradigm,Brown,651.98,969.44,是,正常,成功退款,0,1
7135920C-B150-42B1,OLFCC9A99B-7F71-4347,安娜直播店,fef228a3-4070-42f9-a,2025-09-22 17:27:18,2025-09-20 05:27:18,460.12,445.05,已发货,殷雪,SPU9d836b,2025-09-19 10:27:18,福建省,帆县,小红书,SUB68D11B51-AC34-49,ONLINESUB40C96038-F20A-4E,ORIG94E441A4-B42E-49,SKUd0b8b2,1,517.73,Mandatory bifurcated monitoring,Ivory,517.73,664.7,否,正常,申请退款,1,0
9FE21F28-ACFA-4F47,OL0CF24D4D-4D59-4DC4,安娜奥莱店,cc7c7b66-70e9-4be5-b,2025-10-20 12:25:06,2025-10-19 02:25:06,968.53,922.39,已签收,来飞,SPU15700c,2025-10-18 15:25:06,上海市,深圳市,得物,SUB9866DE20-E374-47,ONLINESUBE66BEDB9-FD82-45,ORIG592B9698-68E8-43,SKU2fed16,3,336.93,Adaptive empowering framework,Khaki,1010.79,413.82,否,正常,未申请退款,0,0
7A720E61-5983-4882,OLC472CF88-1496-41F2,安娜直播店,5d7ecb5e-bcf6-4027-9,2025-09-11 07:48:17,2025-09-10 10:48:17,797.54,762.5,已签收,甘秀芳,SPUf005ed,2025-09-09 10:48:17,湖北省,六安市,得物,SUB785E692C-FDD7-43,ONLINESUB3B6B5042-882F-4D,ORIG601A5D62-3C99-45,SKUed7f10,1,967.18,Visionary fault-tolerant throughput,MediumVioletRed,967.18,1045.68,否,正常,退款关闭,0,0
2C4651A5-E528-476A,OL76F8B7C4-E0DB-4967,安娜旗舰店,2a0c1d0d-a624-43f7-b,2025-05-26 14:08:03,2025-05-24 16:08:03,1427.35,1398.0,已发货,邓霞,SPU33084d,2025-05-24 07:08:03,台湾省,呼和浩特县,拼多多,SUB1D0151EE-184D-44,ONLINESUB2ABBABC9-BB6A-46,ORIG4D205819-1DC3-4D,SKU48a155,3,481.18,Balanced high-level moderator,Lavender,1443.54,652.25,否,正常,申请退款,3,0
B0BE1690-D30F-49BD,OL0731DC02-5356-4A93,安娜旗舰店,48a7e3f7-8b7f-4bcd-9,2025-08-31 19:47:02,2025-08-30 18:47:02,2155.17,2114.6,已发货,万建平,SPU75e0d2,2025-08-29 18:47:02,新疆维吾尔自治区,红梅市,京东,SUB9764AF77-1F42-42,ONLINESUB37A3F9D4-7438-4E,ORIGE9117202-3F4D-46,SKU61fbe3,2,1091.25,Organized empowering challenge,White,2182.5,1601.71,是,正常,申请退款,2,0
BE6B4A50-0B11-4C98,OL0B3CDD1C-9BDE-472B,安娜旗舰店,057decdd-34e5-4b65-8,2025-06-13 15:36:00,2025-06-12 00:36:00,1232.59,1184.96,已完成,郑荣,SPU5127a7,2025-06-11 08:36:00,河北省,银川市,天猫,SUB63A0D86D-5498-4F,ONLINESUB63CAAC99-C7EF-48,ORIGAE725606-33EC-43,SKUca4787,3,438.45,Expanded context-sensitive adapter,MediumSlateBlue,1315.35,661.95,是,正常,未申请退款,0,0
C5569C32-0D23-4C09,OL006DC0E4-DDC0-4622,安娜旗舰店,85030617-52ec-461a-8,,2025-09-17 21:59:27,2345.15,2306.7,已签收,王畅,SPU148ec4,2025-09-17 09:59:27,安徽省,楠市,京东,SUBB3F8AB68-A793-42,ONLINESUBCB7B7B37-7BAC-44,ORIG3EF66036-5E31-4E,SKU9da90a,3,927.83,Team-oriented value-added solution,Peru,2783.49,1048.75,是,正常,成功退款,0,3
F3C0C4A2-55F0-4389,OLA3A20588-0D7B-4BA9,安娜分销店,9e755c5a-8e4f-466d-8,2025-08-26 18:43:46,2025-08-24 20:43:46,459.25,457.43,已完成,蔡红梅,SPUe0cf13,2025-08-24 18:43:46,广东省,宁德市,淘宝,SUB94086B14-CD5B-4D,ONLINESUB759EBED7-5ADB-4A,ORIG7AC928B1-B5F1-44,SKU498946,1,524.51,Reactive clear-thinking migration,MediumAquaMarine,524.51,684.65,是,正常,未申请退款,0,0
BC0AA57D-690F-41A3,OL347BE619-F1F0-4834,安娜直播店,0d749729-a8a7-4529-9,2025-06-05 11:02:45,2025-06-03 04:02:45,1108.41,1077.57,已签收,黄桂香,SPU2e603d,2025-06-02 08:02:45,广东省,拉萨市,京东,SUB433EE655-3B0C-44,ONLINESUB45A43247-64A9-4E,ORIGB8B8F50E-E5E5-42,SKUa07286,3,408.74,Open-source high-level synergy,LightCyan,1226.22,518.01,否,正常,退款关闭,0,0
AE72F799-00AA-428E,OL4CE000AA-469E-4CA7,安娜奥莱店,1d98dbf4-6d09-4142-a,2025-07-13 00:48:27,2025-07-10 21:48:27,950.14,927.92,已完成,刘倩,SPU546abb,2025-07-10 15:48:27,江苏省,六盘水县,抖音,SUBD90857A3-A12E-41,ONLINESUB1333E169-398B-48,ORIGB8BF7A04-D9C2-48,SKU1da280,2,558.89,Advanced methodical access,BlueViolet,1117.78,779.61,是,正常,未申请退款,0,0
144141D4-0DDC-4A53,OL754A1CF2-52D8-466B,安娜直播店,fc46edff-f6d4-444b-b,2025-08-10 16:14:32,2025-08-10 00:14:32,1226.81,1182.57,已完成,王博,SPUa61cf8,2025-08-09 05:14:32,山西省,南京县,天猫,SUB1DD79D6F-C005-4C,ONLINESUBE61C68F2-AB1C-4C,ORIG4A379633-F14B-4A,SKU4ba7cd,3,424.84,Stand-alone exuding website,ForestGreen,1274.52,449.72,否,正常,未申请退款,0,0
0D9E98DD-E795-42D4,OL459A63DE-EEA8-4AA2,安娜旗舰店,67538150-796d-42ac-9,2025-06-17 02:06:15,2025-06-16 07:06:15,2177.29,2085.67,已完成,宋建国,SPU9d0043,2025-06-15 12:06:15,河北省,柳州县,拼多多,SUBBB25F2AD-B631-44,ONLINESUB7307EC63-AA7D-44,ORIGBD699DDF-03AB-43,SKU9991eb,3,774.18,Operative mobile success,Aqua,2322.54,1189.31,是,正常,退款关闭,0,0
3F5ABC75-29CB-4B09,OL8761C31B-C989-42D3,安娜旗舰店,de9822b7-05b7-473e-b,2025-10-07 00:03:32,2025-10-06 16:03:32,2092.06,2031.44,已发货,刘秀华,SPU4ee86d,2025-10-06 10:03:32,吉林省,永安市,得物,SUBE7871609-7C57-4A,ONLINESUBB43E9F91-2D30-47,ORIG6C606666-BDBF-4A,SKUc25e0b,3,754.73,Business-focused intermediate analyzer,DeepSkyBlue,2264.19,1033.37,否,正常,未申请退款,0,0
E5BABE63-73B4-4C0F,OL99D5B9BD-5AFE-426A,安娜奥莱店,dc039868-0939-4ae9-a,2025-06-12 11:26:17,2025-06-09 22:26:17,278.87,272.87,已发货,隋云,SPU636b5f,2025-06-09 01:26:17,西藏自治区,呼和浩特县,抖音,SUB242B6D69-0DDF-45,ONLINESUBD2A957C0-CC8C-4F,ORIGC150C005-C562-40,SKU936513,1,313.43,Multi-layered dynamic migration,DarkGreen,313.43,418.31,是,正常,申请退款,1,0
72FADE64-01C9-4346,OL53BA8338-9448-4FEB,安娜旗舰店,cd79cdfc-ff60-4244-9,2025-05-25 05:18:49,2025-05-22 07:18:49,1956.97,1888.32,已发货,罗佳,SPU2d503f,2025-05-22 07:18:49,天津市,丽丽市,拼多多,SUB7CE36480-1B34-44,ONLINESUB70386EAD-0812-43,ORIG1B78C354-EC85-48,SKU01986d,2,1033.82,Optional next generation infrastructure,DarkMagenta,2067.64,1289.3,否,正常,申请退款,2,0
78E5F004-C93A-4EBF,OL7DBE3825-7655-4DA1,安娜奥莱店,1c535ad8-c61e-422d-b,2025-09-22 13:19:05,2025-09-21 18:19:05,1695.45,1617.1,已签收,张健,SPUcbce7f,2025-09-21 09:19:05,湖北省,楠市,得物,SUB6A0842B9-BCEF-41,ONLINESUBF224C840-6080-46,ORIG04FA5D4C-669E-40,SKU7938a3,2,942.62,Persistent methodical open architecture,Fuchsia,1885.24,1047.29,否,正常,申请退款,2,0
160567E0-527A-4EA1,OL221B0205-F41A-48E6,安娜旗舰店,87314262-df5a-4775-b,2025-05-05 12:59:32,2025-05-04 13:59:32,2715.81,2583.51,已完成,苏秀珍,SPU7acd6e,2025-05-03 22:59:32,辽宁省,想县,拼多多,SUB1CAFAA75-0710-47,ONLINESUB834E9D87-24C2-43,ORIGC29675D3-E018-48,SKUcc7425,3,935.41,Object-based asymmetric infrastructure,Ivory,2806.23,1386.14,否,正常,申请退款,3,0
14ADEB2A-D891-4A1F,OL0AD8E8A0-3219-4E9E,安娜直播店,1bc9b1e7-d8e4-41df-8,2025-07-13 20:37:28,2025-07-10 22:37:28,1133.48,1087.0,已签收,林淑英,SPU0d39f3,2025-07-10 06:37:28,香港特别行政区,兴安盟市,京东,SUB1478E93F-B138-46,ONLINESUB75198C5F-BDD9-4F,ORIGEA66F856-E22E-41,SKU7e6aa2,2,646.28,Fully-configurable uniform open architecture,DarkRed,1292.56,919.95,是,正常,申请退款,2,0
B51C632B-0F9B-445A,OLCF1D5852-10A4-4983,安娜分销店,2ff1cc53-3511-470f-b,2025-10-13 22:32:41,2025-10-12 18:32:41,404.77,391.12,已发货,王杰,SPUb2a899,2025-10-12 08:32:41,台湾省,淑兰县,小红书,SUB592CED68-E9C9-42,ONLINESUB7388DE92-4B65-42,ORIG6D04E1C1-E065-41,SKUb61148,2,250.09,Universal static focus group,SaddleBrown,500.18,339.52,否,正常,申请退款,2,0
68632C40-8E76-482D,OL4C56D4D9-D2A8-4A1F,安娜分销店,b86c0225-7307-4f71-b,2025-07-21 06:04:19,2025-07-20 23:04:19,258.51,249.3,已完成,王明,SPUe600a6,2025-07-20 20:04:19,青海省,淑珍县,京东,SUB74D3649C-A1D1-4D,ONLINESUB7366D273-1921-40,ORIG10754520-875D-42,SKU7c8adf,1,260.76,Adaptive real-time emulation,Yellow,260.76,344.26,否,正常,未申请退款,0,0
CCB35C80-FB9D-4199,OL52B27DE5-F927-43E5,安娜奥莱店,4fbc78d3-0f1e-4674-8,2025-06-02 10:56:22,2025-06-01 15:56:22,1738.0,1709.33,已签收,彭丽华,SPU55f356,2025-06-01 03:56:22,新疆维吾尔自治区,南京县,小红书,SUBA536719E-8F96-4E,ONLINESUB6EC5F71F-957C-40,ORIG21936AC9-0129-44,SKUfe2df2,3,678.5,Quality-focused regional functionalities,Purple,2035.5,965.16,否,正常,未申请退款,0,0
1D256A84-CFD8-4667,OL95D085BA-598F-449F,安娜分销店,c3cfa982-f6f2-4042-8,2025-05-11 21:29:06,2025-05-10 11:29:06,624.69,620.33,已发货,彭婷,SPU9d0043,2025-05-10 03:29:06,澳门特别行政区,淮安市,得物,SUB1638FDE1-0694-4A,ONLINESUB611EBDC6-9FF0-46,ORIG8C00E8E3-E94B-4E,SKU9991eb,1,779.81,Operative mobile success,Aqua,779.81,888.24,否,正常,申请退款,1,0
646D4D36-87C0-4607,OL3580C3CF-9B97-48C5,安娜直播店,ff4b5d2c-63b6-4ef6-a,2025-09-16 23:47:18,2025-09-16 01:47:18,1869.1,1797.66,已完成,李桂芳,SPU8d7b71,2025-09-15 06:47:18,江苏省,辽阳县,得物,SUBC93C7187-0E21-4F,ONLINESUB69A7FF8F-D31C-4A,ORIG4BF05E23-9C1A-47,SKU9f290a,3,682.01,Re-contextualized uniform frame,WhiteSmoke,2046.03,857.02,否,正常,未申请退款,0,0
0A5515D7-04FB-4D9D,OL41D92560-7B70-492A,安娜奥莱店,e3be936e-95d3-442b-8,,2025-09-27 06:40:54,250.04,245.85,已签收,嵇莉,SPUb732b8,2025-09-26 08:40:54,上海市,重庆县,京东,SUBCAEDFB18-A121-4D,ONLINESUBFC1298F8-9736-4E,ORIGBCFE312D-3353-40,SKUc65651,3,86.53,Operative clear-thinking budgetary management,Purple,259.59,120.2,否,正常,成功退款,0,3
DB1659D1-4440-485B,OLCE9760A9-3B02-4BE6,安娜旗舰店,e922a45b-530c-451c-b,,2025-10-07 11:41:07,2430.08,2356.51,已发货,杨静,SPU152700,2025-10-07 04:41:07,江苏省,兴安盟县,得物,SUBBFD66CE0-9EF1-45,ONLINESUB749B9401-1879-4B,ORIGBD4D15A9-75A8-4F,SKUdb1046,3,830.05,Multi-channeled asymmetric hierarchy,LightGoldenRodYellow,2490.15,983.34,否,正常,成功退款,0,3
CA47EBF3-CF4E-4C43,OL09299FDB-5373-4B6A,安娜直播店,8767f65c-5741-4240-b,2025-10-12 14:40:27,2025-10-09 14:40:27,572.3,552.92,已完成,孙秀英,SPU9c356d,2025-10-08 16:40:27,安徽省,太原县,得物,SUBEF2FA110-9B78-42,ONLINESUB28E467EE-5BA7-43,ORIG65094BB0-AD73-48,SKU062037,2,300.56,Visionary non-volatile parallelism,Brown,601.12,363.76,是,正常,未申请退款,0,0
70B882D6-330B-480B,OLC0236481-2078-44CA,安娜旗舰店,d0eea79c-6361-4eb8-8,2025-10-23 03:17:08,2025-10-20 13:17:08,181.64,172.7,已签收,陈欢,SPU8089d3,2025-10-20 13:17:08,云南省,北镇县,抖音,SUB3B015FFB-A5E5-49,ONLINESUBB51D20F2-A076-48,ORIG58A26DD9-9B91-42,SKUa4e5e7,1,189.89,Operative grid-enabled forecast,DarkMagenta,189.89,262.76,是,正常,退款关闭,0,0
48F9894F-7397-43CF,OLA03D77BA-BF0C-4891,安娜奥莱店,ec81ce38-d27c-43c4-8,2025-09-09 13:45:42,2025-09-08 01:45:42,3127.65,2987.4,已签收,仇萍,SPU207410,2025-09-07 14:45:42,上海市,巢湖县,拼多多,SUB102A9095-D242-45,ONLINESUB273D7E51-83F2-48,ORIG895F49A6-553D-4C,SKU28e04b,3,1055.43,Secured content-based architecture,RosyBrown,3166.29,1317.43,否,正常,未申请退款,0,0
0E7EC6F5-25F7-4916,OLF9D0D8AC-9B0E-4C27,安娜分销店,60cb77c8-1b66-4b0e-a,2025-09-18 04:36:59,2025-09-16 23:36:59,540.38,534.71,已签收,马婷,SPU367ca2,2025-09-16 17:36:59,湖北省,西宁市,抖音,SUB12187B48-D13C-48,ONLINESUB279E7EA8-F9E6-49,ORIGA827550B-8795-40,SKU23dca0,1,620.12,Phased demand-driven pricing structure,PapayaWhip,620.12,785.73,是,正常,未申请退款,0,0
7FB65145-01EC-4BE3,OLF63E54C7-7BD2-48EE,安娜直播店,1c22985f-fc40-4337-8,,2025-06-13 20:44:18,1050.56,1023.74,已完成,何杨,SPUba9dbc,2025-06-13 13:44:18,海南省,柳州市,得物,SUB3E647958-A372-44,ONLINESUB84FA1B8C-5310-4A,ORIG8F5E89C3-0C22-48,SKUcd034c,3,426.26,Diverse web-enabled software,SeaShell,1278.78,501.06,否,正常,成功退款,0,3
6097100B-5EFA-4989,OL3937DD8A-1A70-4FF8,安娜直播店,a74dbd7a-8c57-43dc-b,2025-09-08 02:05:17,2025-09-05 07:05:17,1504.33,1485.69,已完成,李林,SPUf76a9f,2025-09-05 03:05:17,黑龙江省,合山市,拼多多,SUB6724D6EC-7A24-42,ONLINESUB0B14C1A9-C69D-47,ORIG88BC3700-7116-43,SKUe2684a,2,808.8,Programmable hybrid policy,Red,1617.6,1007.01,是,正常,退款关闭,0,0
5B187CCB-E08A-45F9,OLDE534176-CA97-4EDA,安娜旗舰店,816a3a3e-d3cc-400a-8,,2025-06-26 11:18:24,1664.41,1609.97,已发货,王佳,SPUc5fd88,2025-06-26 02:18:24,青海省,拉萨市,得物,SUB38A3154A-91B7-40,ONLINESUB63073FFC-8D7A-4D,ORIG3071D9C8-55CB-4A,SKUa53688,3,644.48,Switchable exuding website,PowderBlue,1933.44,949.01,否,正常,成功退款,0,3
986DD3A4-46B7-4D78,OL9E1D450A-D3C5-418B,安娜直播店,a5fdd86f-5cd3-4780-8,2025-09-17 02:22:17,2025-09-15 22:22:17,1744.23,1732.8,已发货,韦瑞,SPU6cfde7,2025-09-15 18:22:17,广东省,洋市,得物,SUBE2F4FDA7-136B-4D,ONLINESUB6263A479-9429-4A,ORIG19A512BE-1F22-4B,SKUaa2abe,2,959.74,Operative dynamic functionalities,Indigo,1919.48,1128.69,是,正常,退款关闭,0,0
58B66CAE-BD7F-4AE9,OL2742AC8A-914C-4325,安娜分销店,fb95da93-2314-4418-9,2025-07-15 15:44:10,2025-07-13 06:44:10,1052.63,1031.97,已发货,杜丹丹,SPU1b6af5,2025-07-12 21:44:10,新疆维吾尔自治区,沈阳市,拼多多,SUB9D87CD42-1D29-41,ONLINESUBCB46FF15-CF72-4F,ORIGC8A2F569-0E93-49,SKU346011,2,548.97,De-engineered zero tolerance complexity,PaleGoldenRod,1097.94,586.93,否,正常,退款关闭,0,0
BD799560-4C54-4D8A,OL8E833E1E-926C-433F,安娜分销店,dc468a3f-86ee-4b74-a,2025-09-02 23:00:04,2025-08-31 01:00:04,1305.74,1252.72,已完成,侯玉兰,SPU845c7c,2025-08-30 05:00:04,香港特别行政区,台北县,抖音,SUB1698572A-8923-41,ONLINESUBCDAC3F7F-62CD-4C,ORIGBDA2EFC0-CDEB-44,SKUdeee3a,3,528.7,Grass-roots transitional frame,Ivory,1586.1,759.8,否,正常,申请退款,3,0
39962E2B-BDF9-4E74,OL0A77A41A-423E-4B7D,安娜奥莱店,078aa494-30a7-4cbf-9,2025-05-22 18:18:25,2025-05-21 03:18:25,581.58,571.91,已发货,李倩,SPU3c8146,2025-05-20 20:18:25,贵州省,淑华县,抖音,SUB7F5145F8-0DFC-44,ONLINESUB9CB3E7C5-8BE1-42,ORIGB061F695-7164-4D,SKU2315c9,1,719.27,Enterprise-wide actuating website,DarkGreen,719.27,1002.27,否,正常,申请退款,1,0
E905075D-923F-4AF8,OLB900F838-E6CC-4FC6,安娜直播店,7b9d613e-5f13-4063-a,2025-10-27 11:07:02,2025-10-25 15:07:02,358.39,354.68,已签收,王桂香,SPUc34157,2025-10-25 02:07:02,河南省,凤英县,抖音,SUB02F70828-C85B-41,ONLINESUB889DED9C-2A57-45,ORIG39087DF2-B8A9-4F,SKU51a0d8,1,364.67,Expanded real-time Internet solution,Lime,364.67,425.13,否,正常,退款关闭,0,0
9198D8B1-A19D-44B1,OL064A22C9-39BB-45A3,安娜直播店,7afb6823-6eb4-4980-9,2025-06-26 02:36:46,2025-06-25 14:36:46,1730.46,1678.73,已发货,洪桂花,SPU5b34e0,2025-06-25 07:36:46,天津市,博县,拼多多,SUB9D56F8B2-D44B-40,ONLINESUB1FAEB333-CE8C-4F,ORIG304D12AF-C6BC-40,SKUafee01,2,891.88,Mandatory incremental customer loyalty,Beige,1783.76,1066.25,否,正常,申请退款,2,0
AF3CD9BE-AE62-49F5,OL7E3AE459-7CCA-4678,安娜奥莱店,4adba6b5-0455-45fc-b,2025-07-29 18:29:08,2025-07-28 03:29:08,452.05,442.53,已发货,张娟,SPUbe99c9,2025-07-27 03:29:08,甘肃省,建国县,得物,SUB976B042D-D326-45,ONLINESUB92109EC8-11CC-43,ORIG3071BA62-E5AB-43,SKUba4a92,1,526.33,Profound executive policy,AliceBlue,526.33,727.3,否,正常,未申请退款,0,0
8D704AAB-6284-464F,OLDF2EF732-1727-4713,安娜旗舰店,8caf3032-4e9e-428b-8,2025-07-28 15:54:09,2025-07-26 12:54:09,454.66,451.37,已完成,王玉珍,SPU1d7a88,2025-07-26 11:54:09,吉林省,辽阳市,天猫,SUB90E514E0-9521-4C,ONLINESUB88681942-13DD-46,ORIGCB660996-E2D2-44,SKU677e61,1,493.51,Seamless neutral methodology,DarkGreen,493.51,547.3,否,正常,未申请退款,0,0
CFBA1E58-B01D-499B,OLA1812AAE-E107-43DD,安娜旗舰店,84f238f9-8ee5-42a3-9,,2025-08-01 05:57:48,1849.49,1807.56,已完成,刘凤兰,SPU4981a4,2025-07-31 13:57:48,黑龙江省,文县,淘宝,SUBC35CCCD5-CDFD-45,ONLINESUB99AAB175-4B23-4F,ORIGB524B2D1-5A0F-48,SKU25414d,3,732.37,Synergistic homogeneous approach,Yellow,2197.11,1007.28,是,正常,成功退款,0,3
B065AF44-3706-4C69,OLE04AAB54-0510-4972,安娜分销店,d679627a-1aca-4dd2-9,2025-10-11 14:37:10,2025-10-09 18:37:10,526.22,500.42,已完成,白磊,SPUe473a2,2025-10-09 08:37:10,黑龙江省,海口市,天猫,SUB8BFE79EA-D3D3-4C,ONLINESUB52A6D666-5248-4A,ORIG5D4AB256-66E9-45,SKUff196d,3,176.93,Secured global parallelism,Chocolate,530.79,264.43,是,正常,未申请退款,0,0
256E1B8E-583C-43D2,OLB4F00E8D-CDF6-46B0,安娜分销店,1080107e-342e-4c55-8,2025-08-01 10:08:43,2025-08-01 00:08:43,1917.99,1878.88,已发货,牛秀梅,SPU8e9630,2025-07-31 08:08:43,澳门特别行政区,辉县,天猫,SUBFE75C450-7E59-48,ONLINESUB2A8F9A6C-9434-4A,ORIGA76A328D-1012-4C,SKU0a1deb,3,673.63,Visionary mobile throughput,DarkRed,2020.89,1081.93,是,正常,未申请退款,0,0
E27415F3-5764-4994,OL27453A0D-7644-48C6,安娜直播店,5a2af6ad-ef2f-4fa6-a,,2025-09-02 12:58:16,832.38,807.91,已签收,王雷,SPU44ed83,2025-09-02 10:58:16,河北省,东莞市,淘宝,SUBBE74EAF2-908C-4F,ONLINESUB9F688DD2-0DE5-41,ORIGD5136F04-0342-4F,SKUc0512f,1,966.31,Proactive well-modulated project,Lavender,966.31,1343.42,否,正常,成功退款,0,1
AEE25212-5BA4-4AB4,OL989DB960-918D-42B2,安娜奥莱店,37934be3-ba08-425b-9,2025-06-12 00:56:32,2025-06-09 07:56:32,829.79,812.67,已发货,钟桂兰,SPU07f1bd,2025-06-08 10:56:32,福建省,南昌县,抖音,SUB49C81713-5B86-4E,ONLINESUBD237B677-77EF-43,ORIG4FBC0827-B689-44,SKU14eafc,1,991.13,Robust heuristic policy,BurlyWood,991.13,1507.45,是,正常,未申请退款,0,0
B9CC6D80-42D4-4B72,OLB2B0A236-E2A7-4EA8,安娜分销店,ede7c5ba-9ce7-46e8-9,2025-08-11 18:00:44,2025-08-11 10:00:44,849.53,846.26,已签收,林岩,SPU559300,2025-08-11 01:00:44,重庆市,西宁市,抖音,SUBDD90C3DD-5C65-43,ONLINESUBA03CDB8D-ADB6-4B,ORIG3CBEA8A0-8101-4E,SKUf77ddb,2,467.48,Synergized zero administration definition,MediumOrchid,934.96,506.55,否,正常,未申请退款,0,0
41ADBF3B-28D0-4109,OLC0F12769-AC77-4B5F,安娜旗舰店,3b14bb68-bffc-4c85-a,,2025-09-13 14:29:28,548.13,524.14,已签收,梁晶,SPU01a86a,2025-09-13 09:29:28,广东省,林县,拼多多,SUB225DDBD9-17AA-4F,ONLINESUB55B0A533-B3FB-44,ORIG9CB12B95-661D-48,SKUfb2abe,1,626.31,Down-sized dedicated emulation,MediumPurple,626.31,797.04,是,正常,成功退款,0,1
54FB8B07-A065-41DA,OL7189286C-5709-4717,安娜分销店,b7379396-245c-46c6-a,,2025-07-20 15:27:47,737.2,735.27,已完成,李丽,SPUa6f2fe,2025-07-20 13:27:47,内蒙古自治区,梧州市,京东,SUB5ECFF9E7-5B8A-49,ONLINESUBC1D4ED72-33B0-46,ORIGA339B329-A6CC-40,SKUfb1d97,2,381.44,Synergistic methodical Graphical User Interface,DarkGreen,762.88,405.36,是,正常,成功退款,0,2
C73923C8-1C2A-46D3,OL93C08BD4-29BB-46F1,安娜旗舰店,4c050e5a-b56f-4306-b,2025-09-01 06:15:43,2025-08-31 00:15:43,765.71,750.17,已完成,韩玉兰,SPU4ee86d,2025-08-30 12:15:43,西藏自治区,北京县,拼多多,SUB9E74D61B-CFF2-4F,ONLINESUB27115568-4AC6-41,ORIG9409EEB8-A231-45,SKUc25e0b,1,929.62,Business-focused intermediate analyzer,DeepSkyBlue,929.62,1033.58,否,正常,申请退款,1,0
AD4D1C51-91EE-46A8,OL06EF1CF3-F991-44FD,安娜奥莱店,d4817174-b3bd-4301-b,2025-09-02 01:49:18,2025-08-31 00:49:18,395.23,389.83,已发货,陶平,SPU50d9e2,2025-08-30 15:49:18,辽宁省,柳市,得物,SUBE4543559-4645-42,ONLINESUB04FBD289-47DF-47,ORIGF361CC2E-D52B-4D,SKU20ac09,2,244.49,Multi-tiered non-volatile approach,Khaki,488.98,302.53,否,正常,未申请退款,0,0
54A49210-016D-428F,OLC7271166-59FA-4B80,安娜分销店,6c4982da-1087-4e85-b,2025-07-19 07:49:20,2025-07-17 16:49:20,525.04,501.62,已发货,刘婷婷,SPUbd74cf,2025-07-16 18:49:20,广东省,文县,淘宝,SUB21F11B11-D1A3-4F,ONLINESUB540CAD3F-D5BB-46,ORIG9E1AEB5D-D21E-49,SKU93fdb2,2,289.05,Intuitive dynamic capability,MediumSeaGreen,578.1,443.68,否,正常,申请退款,2,0
